file_name,zero_crossing_rate,rmse,spectral_centroid,spectral_bandwidth,spectral_contrast,spectral_rolloff,tempo,harmonic,chroma_stft,tonnetz,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,full_path
Song/classical\21.mp3,0.0739291044325212,0.060635183,1387.2190956116056,1756.7874745135728,25.86619312690006,2707.571304923144,135.99917763157896,6.566863e-05,0.22545294,-0.0612042810318412,-243.13419,127.62202,-7.592484,27.122093,-4.4310136,8.873921,-0.41753715,2.390188,-6.8643875,-5.7916875,-1.8864167,10.178561,2.5213773,C:\Users\user\OneDrive\Desktop\FYP\Development\Music-recommendation-system\Song Dataset\classical\21.mp3
Song/classical\22.mp3,0.0724112030524942,0.02817461,1290.4170719758824,1483.3907106871975,25.1882471764618,2325.5484667289006,123.046875,-1.13876185e-05,0.23563805,0.1212391826127393,-335.1299,133.45575,-6.8309383,5.899591,-3.193357,-18.925386,-8.090738,-8.03429,-17.9812,-8.524862,-6.461715,-0.11581178,2.091121,C:\Users\user\OneDrive\Desktop\FYP\Development\Music-recommendation-system\Song Dataset\classical\22.mp3
Song/classical\23.mp3,0.0820042491420146,0.056635987,1524.2042349724554,1746.3775167145145,23.942133607756578,2863.266522259281,103.359375,6.7401515e-07,0.2675557,-0.0167193990801951,-220.76746,136.40994,-19.429052,19.29406,-6.4362993,-4.9762855,-3.508289,-2.42361,-14.008826,-0.07100848,-3.2081897,-0.27373168,-4.9799194,C:\Users\user\OneDrive\Desktop\FYP\Development\Music-recommendation-system\Song Dataset\classical\23.mp3
Song/classical\24.mp3,0.0809604677228345,0.10201631,1568.3464291749658,1793.7816290165497,23.91850534812713,3047.206374166183,107.666015625,0.00022365784,0.30658698,-0.0497826024410775,-145.27393,134.10059,-23.329672,26.184963,-2.692822,-4.9089975,-5.8564663,1.2192627,-7.657946,-1.6900827,-10.072415,-5.801281,-8.844704,C:\Users\user\OneDrive\Desktop\FYP\Development\Music-recommendation-system\Song Dataset\classical\24.mp3
Song/classical\25.mp3,0.0960273241130123,0.08849849,2392.082503884601,2613.9026771576628,24.648690168171605,5511.484125761311,129.19921875,0.0028999741,0.24507049,-0.0417945871996411,-147.0189,76.83627,9.482215,28.481148,-4.4580007,1.3219359,-13.952729,-8.477109,-15.852155,-0.3047412,-4.821004,-5.050548,-10.575001,C:\Users\user\OneDrive\Desktop\FYP\Development\Music-recommendation-system\Song Dataset\classical\25.mp3
Song/classical\26.mp3,0.1317719284730278,0.07583076,2848.409133420344,2937.96467539313,22.950355242548103,6670.405114831062,112.34714673913044,-3.7998268e-06,0.3107147,-0.007463467157151,-140.43817,71.52385,19.440245,17.872368,-2.7926784,1.7198617,-10.768412,2.8402164,-6.9164705,4.4915986,-1.9467686,3.6656961,-2.909989,C:\Users\user\OneDrive\Desktop\FYP\Development\Music-recommendation-system\Song Dataset\classical\26.mp3
Song/classical\27.mp3,0.0655341034053557,0.054260373,1313.8342871192829,1550.235832137333,24.41087344761761,2587.6856545007977,107.666015625,-1.1896846e-06,0.28610167,-0.0128174037660596,-264.50867,143.02826,-20.202345,30.380753,5.1609483,-7.398907,-6.6743064,-3.8789847,-10.6325,3.298418,-1.3065158,-3.78013,-6.2399535,C:\Users\user\OneDrive\Desktop\FYP\Development\Music-recommendation-system\Song Dataset\classical\27.mp3
Song/classical\28.mp3,0.0693850299690641,0.06057292,1257.8415452145896,1466.6844277493262,25.36657552273677,2390.356247054452,129.19921875,-3.2461732e-05,0.24365486,0.0370281396478531,-258.04037,149.9549,-21.169836,24.81949,-6.2123976,-4.568949,-3.3434312,-2.039604,-7.31154,0.27630955,-6.179412,-8.243028,-8.118163,C:\Users\user\OneDrive\Desktop\FYP\Development\Music-recommendation-system\Song Dataset\classical\28.mp3
Song/classical\29.mp3,0.0893811478876643,0.057146583,1613.4847179840208,1764.046997910502,27.180013453065648,3144.9717793829755,95.703125,-1.1229758e-06,0.23752677,0.0508665352989121,-241.98302,120.83363,-25.053879,20.464426,-13.485187,-6.978014,-18.39547,-12.154496,-8.828844,-7.2361197,-3.179165,-2.4530344,-7.2060847,C:\Users\user\OneDrive\Desktop\FYP\Development\Music-recommendation-system\Song Dataset\classical\29.mp3
Song/classical\30.mp3,0.0826022331786543,0.07495414,1397.8750036828842,1485.94387449259,24.80837600379732,2671.349559527262,129.19921875,0.00040857392,0.2621769,-0.0118011388422406,-211.91234,147.77419,-32.09299,30.101217,-7.6099987,-4.5946164,-0.9157716,-2.845583,-4.310207,4.617134,1.8078629,9.243718,1.2128145,C:\Users\user\OneDrive\Desktop\FYP\Development\Music-recommendation-system\Song Dataset\classical\30.mp3
Song/classical\31.mp3,0.0638859181651198,0.092290394,1565.6287457247315,2032.812749734291,28.281398023355024,2654.250397649,129.19921875,-5.434778e-07,0.17225137,0.0153656119716815,-318.70984,110.28899,16.015936,-5.6257467,-4.077762,-19.942057,1.4010102,-10.074758,-16.83764,-2.3527265,-18.326654,-6.3049645,-11.357052,C:\Users\user\OneDrive\Desktop\FYP\Development\Music-recommendation-system\Song Dataset\classical\31.mp3
Song/classical\32.mp3,0.1077247377706883,0.048076674,1847.6824049392133,2017.6796434318123,27.69003939065909,3706.571206360572,123.046875,-2.6611704e-06,0.20834206,0.0747996208680288,-284.9337,103.7899,4.1488256,23.18606,-11.549185,-1.0425559,-15.796939,-9.02906,-7.6929,-5.6508975,-2.8538482,-1.5574301,-4.7510347,C:\Users\user\OneDrive\Desktop\FYP\Development\Music-recommendation-system\Song Dataset\classical\32.mp3
Song/classical\33.mp3,0.0427612399096094,0.08703397,606.819969337796,708.6398672635149,26.31288387457973,870.6666738417198,172.265625,-7.808808e-08,0.19217247,0.0518677278861725,-342.46848,196.63937,27.078535,-7.057556,7.341084,-4.8196645,-12.0340805,-8.441597,-10.261695,-11.247112,-4.8403897,-0.50784594,-2.03816,C:\Users\user\OneDrive\Desktop\FYP\Development\Music-recommendation-system\Song Dataset\classical\33.mp3
Song/classical\34.mp3,0.0408254860909706,0.08986831,977.507975904293,1466.7579824548336,25.109102490981066,1582.3490293285963,135.99917763157896,-8.136001e-06,0.2334064,-0.0926140899499078,-263.3994,150.70406,13.069681,14.12278,-1.833683,0.15436429,-15.603803,-16.799292,-9.097106,-12.68675,-12.1899605,-10.797939,-15.349017,C:\Users\user\OneDrive\Desktop\FYP\Development\Music-recommendation-system\Song Dataset\classical\34.mp3
Song/classical\35.mp3,0.0370802971529389,0.068473846,975.7994890678902,1550.258000283903,24.39540493126501,1571.7739450406032,95.703125,3.328425e-07,0.24240081,-0.0166528726180642,-296.32657,143.03093,19.360199,13.399728,0.6401641,-12.279175,-14.400196,-10.56558,-19.18293,-15.629459,-17.170803,-17.864847,-14.084765,C:\Users\user\OneDrive\Desktop\FYP\Development\Music-recommendation-system\Song Dataset\classical\35.mp3
Song/classical\36.mp3,0.0411842387495166,0.072226584,1177.4951201191184,1879.6295094724744,24.40620222163772,2194.5797948992167,89.10290948275862,-7.091058e-06,0.2781719,-0.0621185529938474,-250.92206,140.39879,32.19748,21.040594,-6.065792,3.32706,-8.187086,-10.942375,-12.661608,-11.290803,-12.652099,-5.0568614,-13.048878,C:\Users\user\OneDrive\Desktop\FYP\Development\Music-recommendation-system\Song Dataset\classical\36.mp3
Song/classical\37.mp3,0.0621533316415313,0.072855614,1425.398337117331,1733.176954228852,24.185022164399125,2834.4972968931265,117.45383522727272,0.00030101076,0.2540965,0.0238788872709302,-244.33228,136.69135,-1.494286,30.600578,0.37142697,-15.791221,1.8060087,8.434644,-17.147175,-2.6578596,-3.214269,-7.2599816,-10.65373,C:\Users\user\OneDrive\Desktop\FYP\Development\Music-recommendation-system\Song Dataset\classical\37.mp3
Song/classical\38.mp3,0.0333723052010827,0.08174929,1017.962017904312,1718.5999856228243,25.52008292082317,1796.0739808403423,95.703125,-2.5250908e-06,0.23161712,0.0853600691089466,-305.51752,131.20123,41.965374,28.121943,-0.26455855,8.820451,2.8423357,-12.220877,-11.723222,-13.570163,-16.977665,-5.3405433,-7.1540613,C:\Users\user\OneDrive\Desktop\FYP\Development\Music-recommendation-system\Song Dataset\classical\38.mp3
Song/classical\39.mp3,0.0894629057303751,0.084269255,1682.235538593837,1772.7685779648828,24.99980166812438,3190.057443853321,123.046875,2.4961928e-06,0.24547435,0.0125860084170558,-182.06743,124.67802,-30.79759,16.136215,-14.072838,-4.3179107,-13.281193,-10.735168,-12.858224,-3.7427106,-6.7831798,-2.254689,-5.157586,C:\Users\user\OneDrive\Desktop\FYP\Development\Music-recommendation-system\Song Dataset\classical\39.mp3
Song/classical\40.mp3,0.065447519816567,0.17698807,1440.3785781412364,1861.197841915608,22.227119730755696,2791.94564515376,151.99908088235293,6.946879e-05,0.358857,0.091509167989993,-116.73561,125.52505,-9.447652,20.493952,1.8121648,8.544114,-1.1559801,6.005086,2.0222547,2.872729,0.5469677,5.5364914,-1.8882011,C:\Users\user\OneDrive\Desktop\FYP\Development\Music-recommendation-system\Song Dataset\classical\40.mp3
Song/classical\41.mp3,0.072928750966744,0.08846378,1544.419741685007,1859.217942762992,25.107424776149355,2905.2670932424594,151.99908088235293,1.5106052e-06,0.22793931,-0.0377876985597216,-202.16187,125.19115,-13.516199,2.1492283,-10.498292,-7.6222086,-19.481424,3.7087412,-7.0281997,-0.2069274,-10.615734,-5.359521,-6.2055545,C:\Users\user\OneDrive\Desktop\FYP\Development\Music-recommendation-system\Song Dataset\classical\41.mp3
Song/classical\42.mp3,0.0587255443977184,0.0664354,1585.4004405498454,2033.478765075503,23.855156185856814,3366.786254033136,123.046875,3.3933673e-05,0.27056596,-0.0398757781918957,-218.88113,110.941376,-1.9194158,25.303005,-0.81907046,1.9152263,-13.470371,-3.160105,-3.6268327,-3.2769434,-11.08835,-6.6792455,-5.0952644,C:\Users\user\OneDrive\Desktop\FYP\Development\Music-recommendation-system\Song Dataset\classical\42.mp3
Song/classical\43.mp3,0.0761565808077146,0.07529952,1386.8434435471088,1728.706531834128,24.134276645731845,2506.103458979844,112.34714673913044,-8.9255667e-07,0.24496539,-0.0240665562665571,-199.21222,140.10509,-13.293875,13.323774,-4.7339673,8.851706,-4.4981246,-3.5593503,-15.017604,-7.663839,-8.287827,-4.579434,-13.179313,C:\Users\user\OneDrive\Desktop\FYP\Development\Music-recommendation-system\Song Dataset\classical\43.mp3
Song/classical\44.mp3,0.085467345200116,0.07828161,1754.2519854628413,1996.228091000943,26.01074262591996,3528.689129114704,112.34714673913044,-3.1150103e-06,0.24602011,0.0915134606288575,-191.14474,107.399895,-15.695165,17.528822,-14.2205925,-8.142865,-21.7135,-9.887444,-13.101294,-8.906688,-12.177363,-8.203041,-7.2335443,C:\Users\user\OneDrive\Desktop\FYP\Development\Music-recommendation-system\Song Dataset\classical\44.mp3
Song/classical\45.mp3,0.0526195741492652,0.09316854,850.650286152052,1028.823455236345,26.245770830630697,1422.552844266604,103.359375,0.006598513,0.22032021,-0.1240838740622668,-264.3678,176.61098,1.3029244,-0.5534068,6.3354764,-4.9319873,-12.455901,-12.640806,-12.941217,-8.536124,-10.514745,-9.545045,-3.6687617,C:\Users\user\OneDrive\Desktop\FYP\Development\Music-recommendation-system\Song Dataset\classical\45.mp3
Song/classical\46.mp3,0.0751632135779195,0.071417704,1382.9258914949585,1651.7480430360797,25.42452520604182,2438.243892519214,135.99917763157896,6.183342e-07,0.22762185,-0.0707187031758169,-236.39204,134.85886,-15.65422,9.573451,-12.747977,2.2202964,-3.48214,-3.577808,-16.047392,-9.424458,-2.901786,-0.2946276,-8.28779,C:\Users\user\OneDrive\Desktop\FYP\Development\Music-recommendation-system\Song Dataset\classical\46.mp3
Song/classical\47.mp3,0.0659391162751353,0.046199318,937.2695199929028,1023.2481068647936,26.011650214633622,1564.363059200986,143.5546875,2.4460162e-05,0.19862977,0.0450810634791048,-325.31265,190.84264,-16.079466,6.357996,4.139594,-10.869801,-4.0060925,-6.0660963,-4.871686,-3.6289966,0.43545237,-0.40360373,-3.7382593,C:\Users\user\OneDrive\Desktop\FYP\Development\Music-recommendation-system\Song Dataset\classical\47.mp3
Song/classical\48.mp3,0.0934378851870649,0.09466318,2068.865019428878,2325.7476260023386,25.39124036703703,4523.2466624673725,103.359375,-3.3342756e-06,0.24760185,0.0431174367526671,-139.97804,93.92237,-2.2599537,27.871073,-3.2829766,2.2184165,-11.319218,-6.2263627,-8.827186,-4.234667,-8.874407,4.7615457,0.90162843,C:\Users\user\OneDrive\Desktop\FYP\Development\Music-recommendation-system\Song Dataset\classical\48.mp3
Song/classical\49.mp3,0.0696297370456303,0.05740123,1348.448335461182,1645.6156516933931,24.1043662204858,2688.636075261021,143.5546875,0.00015975436,0.36076903,0.0295114467133336,-242.76784,144.38713,-14.800549,18.789719,-4.3247027,7.049573,4.923879,8.389283,-5.413027,4.133229,-1.7414266,-2.5636125,2.822728,C:\Users\user\OneDrive\Desktop\FYP\Development\Music-recommendation-system\Song Dataset\classical\49.mp3
Song/classical\50.mp3,0.0809927257687816,0.114336215,1568.2605861577051,1786.4431927485848,25.68727337881754,3135.038237610695,129.19921875,1.9448367e-05,0.31227782,-0.0179351413359671,-160.84773,124.43259,-19.693438,41.812225,2.1232705,-0.8401893,-2.7833512,4.7510185,-2.706993,-1.4763215,-0.64873445,5.643955,-4.0661006,C:\Users\user\OneDrive\Desktop\FYP\Development\Music-recommendation-system\Song Dataset\classical\50.mp3
Song/classical\51.mp3,0.0335295899192768,0.071838394,771.8453892175512,1343.9012929916687,23.610699631529588,1070.0236663464327,103.359375,-1.782393e-06,0.23060285,0.0577737751799658,-320.46924,151.2601,43.44253,19.628931,10.984548,-1.0115901,-12.59818,-9.564063,-4.0876055,-5.5032825,-8.093347,-8.526154,-8.257904,C:\Users\user\OneDrive\Desktop\FYP\Development\Music-recommendation-system\Song Dataset\classical\51.mp3
Song/classical\52.mp3,0.064308679850638,0.0627519,1332.2521383412932,1716.9602324849611,23.93553199977877,2639.65345059636,112.34714673913044,1.0112194e-05,0.3068634,0.0034119873519415,-311.8746,117.7857,16.428059,32.03013,10.886972,8.008808,-0.6344669,2.245171,2.1653678,5.0578613,2.566765,2.0994859,-4.413027,C:\Users\user\OneDrive\Desktop\FYP\Development\Music-recommendation-system\Song Dataset\classical\52.mp3
Song/classical\53.mp3,0.0992789449197602,0.06326179,2140.5776168130287,2393.7771873335314,23.22486096866722,4679.216665458237,123.046875,2.3161222e-06,0.32546708,0.0082275947595219,-184.76953,97.60971,0.07300928,15.026146,-9.657098,-6.2456107,-11.959004,-1.6711446,-4.0845265,-2.9315538,-5.782666,-1.2731265,-7.124435,C:\Users\user\OneDrive\Desktop\FYP\Development\Music-recommendation-system\Song Dataset\classical\53.mp3
Song/classical\54.mp3,0.0494159129084493,0.06171903,980.95652525383,1439.8167984677582,22.975785001711195,1365.9428359737528,161.4990234375,-8.857707e-07,0.25598222,-0.0218944353926318,-277.74237,167.22443,20.20831,5.9859877,-19.57061,-9.573005,-13.99642,-12.20516,-14.760501,-5.32506,-10.687163,2.0573819,-0.8936179,C:\Users\user\OneDrive\Desktop\FYP\Development\Music-recommendation-system\Song Dataset\classical\54.mp3
Song/classical\55.mp3,0.0577699406056651,0.053525414,1257.0024471233692,1558.8509065194496,25.68688098652681,2360.7210305340054,99.38401442307692,-2.1388798e-06,0.26787663,0.0705870098745279,-254.70583,142.86957,-22.056343,22.76429,-10.141171,-4.6308565,-20.605673,-12.030976,-11.127845,-12.177659,-14.932927,-10.714208,-9.116353,C:\Users\user\OneDrive\Desktop\FYP\Development\Music-recommendation-system\Song Dataset\classical\55.mp3
Song/classical\56.mp3,0.0553653537074632,0.08631966,1255.6379540104213,1700.770662248446,25.09623917843956,2589.621644340922,151.99908088235293,-3.2609723e-06,0.23090209,0.0652276739102468,-221.4635,139.9212,12.94153,32.67848,-20.131187,3.8796256,-18.782228,-2.5520773,-8.95662,-4.431487,-8.405279,1.7511556,-0.55345035,C:\Users\user\OneDrive\Desktop\FYP\Development\Music-recommendation-system\Song Dataset\classical\56.mp3
Song/classical\57.mp3,0.0658403405703497,0.062194243,1147.3941160625322,1347.4829382986773,25.91110631085501,2176.898998751739,123.046875,0.000635421,0.2478916,-0.0714695233250424,-265.73633,152.42664,-17.554396,31.641628,-10.4617605,-12.285301,2.4817014,-3.4098372,-12.258902,-2.9552333,-6.798041,0.08085654,3.5025244,C:\Users\user\OneDrive\Desktop\FYP\Development\Music-recommendation-system\Song Dataset\classical\57.mp3
Song/classical\58.mp3,0.0879944744537896,0.087189816,1666.3575742994503,1876.7563488645185,25.09926184845104,3157.703514718677,129.19921875,6.06632e-06,0.24904865,-0.0488599988817168,-192.99335,122.013535,-19.019148,17.333847,-5.611714,-5.444715,-14.555981,-4.2947817,-0.86122257,-2.898755,-6.234124,-0.69996417,-3.2032745,C:\Users\user\OneDrive\Desktop\FYP\Development\Music-recommendation-system\Song Dataset\classical\58.mp3
Song/classical\59.mp3,0.0755025180660286,0.07589056,1334.0122459054742,1521.4219503647655,24.645674970818373,2360.9333649035675,117.45383522727272,4.218201e-06,0.23970413,-0.0047145321193225,-222.85115,148.08273,-23.149014,9.899852,-13.23845,-6.2839646,-10.53288,-10.828177,-13.2712755,-7.030207,-6.086476,-1.9126759,-5.0987544,C:\Users\user\OneDrive\Desktop\FYP\Development\Music-recommendation-system\Song Dataset\classical\59.mp3
Song/classical\60.mp3,0.041512969475058,0.07985664,613.705776077206,677.827220081323,26.68004764705559,920.3279358051768,99.38401442307692,2.0483149e-06,0.21013361,0.024942092282756,-342.50842,192.91818,20.625305,-6.327317,7.904149,-6.4692674,-12.19143,-11.120399,-15.675727,-17.319626,-10.900029,-1.8188537,3.4612129,C:\Users\user\OneDrive\Desktop\FYP\Development\Music-recommendation-system\Song Dataset\classical\60.mp3
Song/classical\61.mp3,0.0502907029437355,0.08095175,1195.3013376531098,1723.3164768598754,23.051412689101863,2156.2929936738688,95.703125,-1.0589217e-06,0.2530867,0.0351032408484532,-217.5555,144.6367,15.369086,22.744888,-20.613272,-0.7687046,-19.443224,-8.162903,-14.881048,-6.0487146,-8.089611,0.6051696,-1.9680548,C:\Users\user\OneDrive\Desktop\FYP\Development\Music-recommendation-system\Song Dataset\classical\61.mp3
