file_name,zero_crossing_rate,rmse,spectral_centroid,spectral_bandwidth,spectral_contrast,spectral_rolloff,tempo,harmonic,chroma_stft,tonnetz,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,path
Song/classical\38.mp3,0.033372305,0.08174929,1017.962018,1718.599986,25.52008292,1796.073981,95.703125,-2.53E-06,0.23161712,0.085360069,-305.51752,131.20123,41.965374,28.121943,-0.26455855,8.820451,2.8423357,-12.220877,-11.723222,-13.570163,-16.977665,-5.3405433,-7.1540613,C:\Users\user\OneDrive\Desktop\FYP\Development Interface\Rainy\Music 2\classical\38.mp3
Song/classical\39.mp3,0.089462906,0.084269255,1682.235539,1772.768578,24.99980167,3190.057444,123.046875,2.50E-06,0.24547435,0.012586008,-182.06743,124.67802,-30.79759,16.136215,-14.072838,-4.3179107,-13.281193,-10.735168,-12.858224,-3.7427106,-6.7831798,-2.254689,-5.157586,C:\Users\user\OneDrive\Desktop\FYP\Development Interface\Rainy\Music 2\classical\39.mp3
Song/classical\40.mp3,0.06544752,0.17698807,1440.378578,1861.197842,22.22711973,2791.945645,151.9990809,6.95E-05,0.358857,0.091509168,-116.73561,125.52505,-9.447652,20.493952,1.8121648,8.544114,-1.1559801,6.005086,2.0222547,2.872729,0.5469677,5.5364914,-1.8882011,C:\Users\user\OneDrive\Desktop\FYP\Development Interface\Rainy\Music 2\classical\40.mp3
Song/classical\41.mp3,0.072928751,0.08846378,1544.419742,1859.217943,25.10742478,2905.267093,151.9990809,1.51E-06,0.22793931,-0.037787699,-202.16187,125.19115,-13.516199,2.1492283,-10.498292,-7.6222086,-19.481424,3.7087412,-7.0281997,-0.2069274,-10.615734,-5.359521,-6.2055545,C:\Users\user\OneDrive\Desktop\FYP\Development Interface\Rainy\Music 2\classical\41.mp3
Song/classical\42.mp3,0.058725544,0.0664354,1585.400441,2033.478765,23.85515619,3366.786254,123.046875,3.39E-05,0.27056596,-0.039875778,-218.88113,110.941376,-1.9194158,25.303005,-0.81907046,1.9152263,-13.470371,-3.160105,-3.6268327,-3.2769434,-11.08835,-6.6792455,-5.0952644,C:\Users\user\OneDrive\Desktop\FYP\Development Interface\Rainy\Music 2\classical\42.mp3
Song/classical\43.mp3,0.076156581,0.07529952,1386.843444,1728.706532,24.13427665,2506.103459,112.3471467,-8.93E-07,0.24496539,-0.024066556,-199.21222,140.10509,-13.293875,13.323774,-4.7339673,8.851706,-4.4981246,-3.5593503,-15.017604,-7.663839,-8.287827,-4.579434,-13.179313,C:\Users\user\OneDrive\Desktop\FYP\Development Interface\Rainy\Music 2\classical\43.mp3
Song/classical\44.mp3,0.085467345,0.07828161,1754.251985,1996.228091,26.01074263,3528.689129,112.3471467,-3.12E-06,0.24602011,0.091513461,-191.14474,107.399895,-15.695165,17.528822,-14.2205925,-8.142865,-21.7135,-9.887444,-13.101294,-8.906688,-12.177363,-8.203041,-7.2335443,C:\Users\user\OneDrive\Desktop\FYP\Development Interface\Rainy\Music 2\classical\44.mp3
Song/classical\45.mp3,0.052619574,0.09316854,850.6502862,1028.823455,26.24577083,1422.552844,103.359375,0.006598513,0.22032021,-0.124083874,-264.3678,176.61098,1.3029244,-0.5534068,6.3354764,-4.9319873,-12.455901,-12.640806,-12.941217,-8.536124,-10.514745,-9.545045,-3.6687617,Song/classical\45.mp3
Song/classical\46.mp3,0.075163214,0.071417704,1382.925891,1651.748043,25.42452521,2438.243893,135.9991776,6.18E-07,0.22762185,-0.070718703,-236.39204,134.85886,-15.65422,9.573451,-12.747977,2.2202964,-3.48214,-3.577808,-16.047392,-9.424458,-2.901786,-0.2946276,-8.28779,Song/classical\46.mp3
Song/classical\47.mp3,0.065939116,0.046199318,937.26952,1023.248107,26.01165021,1564.363059,143.5546875,2.45E-05,0.19862977,0.045081063,-325.31265,190.84264,-16.079466,6.357996,4.139594,-10.869801,-4.0060925,-6.0660963,-4.871686,-3.6289966,0.43545237,-0.40360373,-3.7382593,Song/classical\47.mp3
Song/classical\48.mp3,0.093437885,0.09466318,2068.865019,2325.747626,25.39124037,4523.246662,103.359375,-3.33E-06,0.24760185,0.043117437,-139.97804,93.92237,-2.2599537,27.871073,-3.2829766,2.2184165,-11.319218,-6.2263627,-8.827186,-4.234667,-8.874407,4.7615457,0.90162843,Song/classical\48.mp3
Song/classical\49.mp3,0.069629737,0.05740123,1348.448335,1645.615652,24.10436622,2688.636075,143.5546875,0.000159754,0.36076903,0.029511447,-242.76784,144.38713,-14.800549,18.789719,-4.3247027,7.049573,4.923879,8.389283,-5.413027,4.133229,-1.7414266,-2.5636125,2.822728,Song/classical\49.mp3
Song/classical\50.mp3,0.080992726,0.114336215,1568.260586,1786.443193,25.68727338,3135.038238,129.1992188,1.94E-05,0.31227782,-0.017935141,-160.84773,124.43259,-19.693438,41.812225,2.1232705,-0.8401893,-2.7833512,4.7510185,-2.706993,-1.4763215,-0.64873445,5.643955,-4.0661006,Song/classical\50.mp3
Song/classical\51.mp3,0.03352959,0.071838394,771.8453892,1343.901293,23.61069963,1070.023666,103.359375,-1.78E-06,0.23060285,0.057773775,-320.46924,151.2601,43.44253,19.628931,10.984548,-1.0115901,-12.59818,-9.564063,-4.0876055,-5.5032825,-8.093347,-8.526154,-8.257904,Song/classical\51.mp3
Song/classical\52.mp3,0.06430868,0.0627519,1332.252138,1716.960232,23.935532,2639.653451,112.3471467,1.01E-05,0.3068634,0.003411987,-311.8746,117.7857,16.428059,32.03013,10.886972,8.008808,-0.6344669,2.245171,2.1653678,5.0578613,2.566765,2.0994859,-4.413027,Song/classical\52.mp3
Song/classical\53.mp3,0.099278945,0.06326179,2140.577617,2393.777187,23.22486097,4679.216665,123.046875,2.32E-06,0.32546708,0.008227595,-184.76953,97.60971,0.07300928,15.026146,-9.657098,-6.2456107,-11.959004,-1.6711446,-4.0845265,-2.9315538,-5.782666,-1.2731265,-7.124435,Song/classical\53.mp3
Song/classical\54.mp3,0.049415913,0.06171903,980.9565253,1439.816798,22.975785,1365.942836,161.4990234,-8.86E-07,0.25598222,-0.021894435,-277.74237,167.22443,20.20831,5.9859877,-19.57061,-9.573005,-13.99642,-12.20516,-14.760501,-5.32506,-10.687163,2.0573819,-0.8936179,Song/classical\54.mp3
Song/classical\55.mp3,0.057769941,0.053525414,1257.002447,1558.850907,25.68688099,2360.721031,99.38401442,-2.14E-06,0.26787663,0.07058701,-254.70583,142.86957,-22.056343,22.76429,-10.141171,-4.6308565,-20.605673,-12.030976,-11.127845,-12.177659,-14.932927,-10.714208,-9.116353,Song/classical\55.mp3
Song/classical\56.mp3,0.055365354,0.08631966,1255.637954,1700.770662,25.09623918,2589.621644,151.9990809,-3.26E-06,0.23090209,0.065227674,-221.4635,139.9212,12.94153,32.67848,-20.131187,3.8796256,-18.782228,-2.5520773,-8.95662,-4.431487,-8.405279,1.7511556,-0.55345035,Song/classical\56.mp3
Song/classical\57.mp3,0.065840341,0.062194243,1147.394116,1347.482938,25.91110631,2176.898999,123.046875,0.000635421,0.2478916,-0.071469523,-265.73633,152.42664,-17.554396,31.641628,-10.4617605,-12.285301,2.4817014,-3.4098372,-12.258902,-2.9552333,-6.798041,0.08085654,3.5025244,Song/classical\57.mp3
Song/classical\58.mp3,0.087994474,0.087189816,1666.357574,1876.756349,25.09926185,3157.703515,129.1992188,6.07E-06,0.24904865,-0.048859999,-192.99335,122.013535,-19.019148,17.333847,-5.611714,-5.444715,-14.555981,-4.2947817,-0.86122257,-2.898755,-6.234124,-0.69996417,-3.2032745,Song/classical\58.mp3
Song/classical\59.mp3,0.075502518,0.07589056,1334.012246,1521.42195,24.64567497,2360.933365,117.4538352,4.22E-06,0.23970413,-0.004714532,-222.85115,148.08273,-23.149014,9.899852,-13.23845,-6.2839646,-10.53288,-10.828177,-13.2712755,-7.030207,-6.086476,-1.9126759,-5.0987544,Song/classical\59.mp3
Song/classical\60.mp3,0.041512969,0.07985664,613.7057761,677.8272201,26.68004765,920.3279358,99.38401442,2.05E-06,0.21013361,0.024942092,-342.50842,192.91818,20.625305,-6.327317,7.904149,-6.4692674,-12.19143,-11.120399,-15.675727,-17.319626,-10.900029,-1.8188537,3.4612129,Song/classical\60.mp3
Song/classical\61.mp3,0.050290703,0.08095175,1195.301338,1723.316477,23.05141269,2156.292994,95.703125,-1.06E-06,0.2530867,0.035103241,-217.5555,144.6367,15.369086,22.744888,-20.613272,-0.7687046,-19.443224,-8.162903,-14.881048,-6.0487146,-8.089611,0.6051696,-1.9680548,Song/classical\61.mp3
Song/classical\62.mp3,0.056665927,0.10270265,809.6536381,815.9115294,26.09775528,1345.558736,123.046875,-4.58E-05,0.24853382,0.007693609,-252.86688,204.54478,-18.11799,-6.756086,4.9123464,-0.32856178,-3.5415118,-11.248898,-13.4716835,-7.187395,-3.1259243,-5.7092676,-8.543025,Song/classical\62.mp3
Song/classical\63.mp3,0.043125468,0.05382764,687.9931697,892.9855225,24.79079275,1064.765268,78.30255682,4.26E-06,0.27376387,-0.018480037,-341.5467,203.19049,13.102062,-3.0671382,7.8367095,-2.839866,-6.76086,-6.3721313,-7.3796477,-8.2283745,-8.200168,-7.158135,-4.0867476,Song/classical\63.mp3
Song/classical\64.mp3,0.038399563,0.099203184,658.61209,996.9530081,21.85597527,854.0629588,129.1992188,-3.05E-06,0.2929177,0.04924941,-267.98505,203.90985,24.154577,16.056059,-2.2368977,-7.575577,-7.3251553,-12.785286,-8.913682,-6.182188,-7.538381,-0.17991571,-1.6483657,Song/classical\64.mp3
Song/classical\65.mp3,0.144288431,0.13760743,2918.89577,2946.151927,24.9298016,6895.288029,123.046875,-2.06E-05,0.2482325,-0.02377311,-75.671715,69.582954,6.119465,2.0068274,-6.879011,0.7899126,-2.2630568,-6.2457037,-14.134722,4.3773513,-2.7741017,8.998058,-9.300926,Song/classical\65.mp3
Song/classical\66.mp3,0.053625828,0.09098461,758.358553,757.9249022,25.59942056,1282.666937,143.5546875,-9.73E-07,0.23665494,-0.036333801,-287.74567,211.74258,-15.165291,-3.0544996,15.429917,-2.8639815,-4.8417325,-9.175815,-9.868455,-7.9386635,-6.3880777,-4.4501705,-4.327467,Song/classical\66.mp3
Song/classical\67.mp3,0.083633175,0.087255195,1762.279695,2040.776387,25.1560189,3652.48423,129.1992188,-2.48E-06,0.26932988,0.094690196,-171.95451,109.68769,-11.810236,18.974648,-17.954088,-8.851253,-20.85446,-12.017359,-16.639973,-15.209626,-13.60574,-5.9489,-9.487633,Song/classical\67.mp3
Song/classical\68.mp3,0.070128214,0.043863643,1553.156923,1804.175907,25.49859849,2909.522107,123.046875,-2.18E-05,0.23995152,0.029536275,-291.4191,118.929115,-29.107832,14.932147,5.8271356,2.539911,-10.885133,-6.52694,-18.842201,-5.2757225,-4.3249235,-4.4451313,-6.8832355,Song/classical\68.mp3
Song/classical\69.mp3,0.108896726,0.09143723,2352.618904,2609.206447,23.02332904,5429.09839,117.4538352,4.70E-07,0.32271552,-0.008298853,-123.85521,89.623634,11.577412,25.048061,-3.293452,-0.6094133,-12.437729,2.2058582,-5.762771,-3.8812747,-4.504924,2.7457466,-1.9205163,Song/classical\69.mp3
Song/classical\70.mp3,0.106362611,0.122543864,2378.209121,2575.828975,24.13529072,5402.152743,95.703125,-1.98E-05,0.301769,-0.053189124,-89.88015,82.11923,6.5029078,28.34268,-5.631862,0.917134,-18.467344,-5.3327565,-8.310109,-0.61995524,-11.450779,-5.033794,-7.4153214,Song/classical\70.mp3
Song/classical\71.mp3,0.08052109,0.116785035,1809.677483,2134.969394,23.67787619,3724.165815,117.4538352,5.40E-05,0.27609167,0.052347806,-156.6601,124.50826,10.245772,18.224424,-1.4886774,6.4848833,-12.078388,5.6497645,-4.852072,0.5316941,-8.349981,-5.0069675,-5.5994525,Song/classical\71.mp3
Song/classical\72.mp3,0.093877263,0.063379064,1589.10491,1688.575803,24.89772614,3004.314832,103.359375,-4.77E-06,0.27730474,0.055708385,-209.43385,132.52641,-27.646606,29.492168,-3.9540653,-4.486971,-8.015537,0.72224104,-3.901099,0.037370015,-6.430245,-0.6142492,3.1234193,Song/classical\72.mp3
